SMILES-ID:629 is discarded due to the problem in the structural parameters.
SMILES-ID:630 is discarded due to the problem in the structural parameters.
SMILES-ID:631 is discarded due to the problem in the structural parameters.
SMILES-ID:656 is discarded due to the problem in the structural parameters.
SMILES-ID:657 is discarded due to the problem in the structural parameters.
SMILES-ID:658 is discarded due to the problem in the structural parameters.
SMILES-ID:1035 is discarded due to the problem in the structural parameters.
SMILES-ID:1667 is discarded due to the problem in the structural parameters.
SMILES-ID:1697 is discarded due to the problem in the structural parameters.
SMILES-ID:1772 is discarded due to the problem in the structural parameters.
SMILES-ID:1773 is discarded due to the problem in the structural parameters.
SMILES-ID:1808 is discarded due to the problem in the structural parameters.
SMILES-ID:1971 is discarded due to the problem in the structural parameters.
SMILES-ID:2084 is discarded due to the problem in the structural parameters.
SMILES-ID:2085 is discarded due to the problem in the structural parameters.
SMILES-ID:2102 is discarded due to the problem in the structural parameters.
SMILES-ID:2103 is discarded due to the problem in the structural parameters.
SMILES-ID:2104 is discarded due to the problem in the structural parameters.
SMILES-ID:2128 is discarded due to the problem in the structural parameters.
SMILES-ID:2192 is discarded due to the problem in the structural parameters.
SMILES-ID:2262 is discarded due to the problem in the structural parameters.
SMILES-ID:2292 is discarded due to the problem in the structural parameters.
SMILES-ID:2301 is discarded due to the problem in the structural parameters.
SMILES-ID:2304 is discarded due to the problem in the structural parameters.
SMILES-ID:2333 is discarded due to the problem in the structural parameters.
SMILES-ID:2365 is discarded due to the problem in the structural parameters.
SMILES-ID:2371 is discarded due to the problem in the structural parameters.
SMILES-ID:2504 is discarded due to the problem in the structural parameters.
SMILES-ID:2592 is discarded due to the problem in the structural parameters.
SMILES-ID:2593 is discarded due to the problem in the structural parameters.
SMILES-ID:2595 is discarded due to the problem in the structural parameters.
SMILES-ID:2859 is discarded due to the problem in the structural parameters.
SMILES-ID:3238 is discarded due to the problem in the structural parameters.
SMILES-ID:3382 is discarded due to the problem in the structural parameters.
SMILES-ID:3446 is discarded due to the problem in the structural parameters.
SMILES-ID:3498 is discarded due to the problem in the structural parameters.
SMILES-ID:3499 is discarded due to the problem in the structural parameters.
SMILES-ID:3500 is discarded due to the problem in the structural parameters.
SMILES-ID:3635 is discarded due to the problem in the structural parameters.
SMILES-ID:3653 is discarded due to the problem in the structural parameters.
SMILES-ID:3669 is discarded due to the problem in the structural parameters.
SMILES-ID:3681 is discarded due to the problem in the structural parameters.
SMILES-ID:3683 is discarded due to the problem in the structural parameters.
SMILES-ID:3684 is discarded due to the problem in the structural parameters.
SMILES-ID:3685 is discarded due to the problem in the structural parameters.
SMILES-ID:3700 is discarded due to the problem in the structural parameters.
SMILES-ID:3716 is discarded due to the problem in the structural parameters.
SMILES-ID:3720 is discarded due to the problem in the structural parameters.
SMILES-ID:3722 is discarded due to the problem in the structural parameters.
molecule-id;erf;rf;dnn;knn;svr;esvr;lr
116                 ;-6.827;-6.938;-7.267;-6.976;-6.794;-6.967;-6.864
117                 ;-6.919;-6.997;-7.465;-6.918;-6.998;-7.156;-7.050
118                 ;-7.808;-7.865;-8.324;-9.668;-7.435;-8.308;-7.493
119                 ;-7.807;-7.869;-8.323;-9.668;-7.434;-8.307;-7.493
120                 ;-7.599;-7.851;-8.414;-9.433;-7.461;-8.212;-7.497
121                 ;-6.780;-6.779;-8.034;-9.247;-7.133;-7.457;-7.183
122                 ;-6.786;-6.754;-7.991;-9.247;-7.128;-7.470;-7.173
123                 ;-8.030;-8.172;-8.179;-7.134;-7.790;-7.388;-7.802
124                 ;-7.661;-7.959;-7.784;-7.322;-7.705;-7.654;-7.725
125                 ;-7.477;-7.835;-7.609;-7.511;-7.576;-7.152;-7.609
126                 ;-7.426;-7.888;-7.518;-7.543;-7.473;-7.261;-7.524
127                 ;-8.944;-8.875;-9.463;-8.260;-8.229;-9.147;-8.355
128                 ;-8.921;-8.837;-9.453;-8.345;-8.241;-8.999;-8.277
129                 ;-5.535;-5.360;-5.265;-5.158;-4.793;-5.266;-5.001
130                 ;-5.535;-5.360;-5.265;-5.158;-4.793;-5.266;-5.001
131                 ;-8.426;-8.765;-8.702;-7.151;-8.281;-8.077;-8.250
132                 ;-6.459;-6.398;-6.874;-6.237;-6.429;-7.013;-6.438
133                 ;-6.459;-6.458;-6.712;-6.323;-6.375;-6.639;-6.373
134                 ;-5.828;-5.613;-5.847;-7.166;-5.579;-5.404;-5.630
135                 ;-5.726;-5.602;-6.274;-6.500;-5.510;-5.688;-5.563
136                 ;-8.538;-8.921;-9.366;-9.750;-8.107;-9.030;-8.250
137                 ;-8.164;-8.223;-8.824;-7.408;-7.959;-8.369;-7.937
138                 ;-8.164;-8.223;-8.824;-7.408;-7.959;-8.369;-7.937
139                 ;-7.794;-8.083;-8.176;-7.606;-7.605;-7.912;-7.585
140                 ;-7.230;-7.681;-7.786;-6.545;-8.075;-7.205;-8.008
141                 ;-9.168;-9.125;-9.079;-7.228;-8.921;-9.250;-8.937
142                 ;-9.247;-9.251;-9.116;-7.818;-8.669;-9.115;-8.753
143                 ;-5.411;-5.309;-5.133;-5.359;-5.042;-5.313;-5.162
144                 ;-6.580;-6.816;-7.029;-6.330;-7.088;-6.639;-7.109
145                 ;-5.455;-5.621;-4.939;-5.175;-4.530;-4.673;-4.742
146                 ;-5.495;-5.503;-5.011;-5.066;-4.546;-4.790;-4.785
147                 ;-6.626;-6.993;-6.967;-6.865;-7.251;-6.477;-7.182
148                 ;-7.791;-7.989;-8.487;-7.683;-7.590;-8.082;-7.506
149                 ;-6.201;-6.106;-6.500;-6.230;-5.827;-6.569;-5.809
150                 ;-6.155;-5.989;-6.182;-6.498;-6.500;-5.984;-6.559
151                 ;-7.920;-8.078;-8.427;-7.606;-7.732;-7.994;-7.672
152                 ;-6.826;-7.013;-6.864;-6.749;-6.492;-6.729;-6.371
153                 ;-6.826;-7.013;-6.864;-6.749;-6.492;-6.729;-6.371
154                 ;-6.148;-5.937;-5.622;-6.643;-5.797;-5.730;-5.796
155                 ;-8.275;-8.552;-8.592;-8.344;-8.777;-8.011;-8.670
156                 ;-6.409;-6.302;-6.831;-6.444;-6.857;-6.875;-6.923
